"","processo","relator","palavras_chave","n_do_documento","data_do_acordao","votacao","meio_processual","sumario","decisao_texto"
"82","0006533","OCTAVIO GARCIA","ARRENDAMENTO PARA COMÉRCIO OU INDÚSTRIA; ACÇÃO DE DESPEJO; OBRAS; CLÁUSULA CONTRATUAL","RL197603240006533","03/24/1976","UNANIMIDADE","APELAÇÃO.","Apesar de o contrato de arrendamento proibir expressamente quaisquer obras, sem autorização escrita do senhorio, pela norma geral da boa fé é razoável que este, atento o fim do contrato, não deixe de estar vinculado aos deveres laterais que assumiu ao contratar e, por isso, tenha de aceitar obras indispensáveis ao desenvolvimento da indústria para que o prédio foi arrendado, desde que não afectem a sua estrutura e possa voltar ao seu estado anterior, mediante demolição delas.",NA
"83","0006622","SANTOS SILVEIRA","EXECUÇÃO; COLIGAÇÃO ACTIVA; ADMISSIBILIDADE","RL197603180006622","03/18/1976","MAIORIA COM DEC VOT E VOT VENC","APELAÇÃO.","A lei, no artigo 58, n. 1 do Cód. Proc. Civil, apenas permite a coligação, como exequentes, de vários credores comuns. Não é permitida tal coligação de credores privilegiados, ainda que o título executivo seja único.",NA
"84","0006628","BRAGA TEMIDO","EXECUÇÃO; VENDA POR NEGOCIAÇÃO PARTICULAR; FORMALISMO NEGOCIAL","RL197603170006628","03/17/1976","MAIORIA COM DEC VOT E VOT VENC","AGRAVO.","I - O encarregado da venda por negociação particular não tem que ""notificar"" o ofertante, para a celebração da escritura, quando haja lugar a ela.; II - A celebração da escritura, quando necessária, resultará de ""combinação"" ou ""acordo"" com o ofertante, quanto ao dia, hora e local em que será efectuada, feito o depósito da quantia correspondente pelo comprador.; III - Não é aplicável, por analogia, o regime previsto na lei processual civil para a venda judicial por propostas em carta fechada à venda extra-judicial por negociação particular.",NA
"85","0006542","COSTA SOARES","CONTRATO DE PRESTAÇÃO DE SERVIÇOS; DIREITOS DO TRADUTOR; DIREITOS DE AUTOR","RL197603170006542","03/17/1976","UNANIMIDADE","APELAÇÃO.","I - As leis e as convenções sobre o direito de autor visaram, a princípio, apenas a protecção dos autores das obras originárias.; Todavia, essa protecção foi-se estendendo, pouco a pouco, a novos aspectos, e, assim, veio a abranger também o direito de tradução. Assim, ninguém pode traduzir uma obra original sem autorização do seu autor.; II - Se a editora, que é titular dos direitos de tradução, encarrega outrem de efectuar a tarefa da tradução, mediante certa remuneração, o contrato efectuado é o de uma mera prestação de serviços, previsto no artigo 1154 do Código Civil. Neste caso nada impede que a editora, se para tanto tiver autorização do autor da obra original, faça a cedência da tradução a outra empresa editora, para uma edição de bolso.",NA
"86","0006538","ALVES BRANCO","CHAMAMENTO À AUTORIA; CONDENAÇÃO PROVISÓRIA","RL197603100006538","03/10/1976","UNANIMIDADE","APELAÇÃO.","I - Deve ser indeferido o chamamento à autoria do sacador pelo aceitante da letra, com o pretexto de que lhe havia já pago o seu valor.; II - Tendo sido deferido esse chamamento e excluido da causa o aceitante, se o sacador não contestar a acção, não há que cumprir, em processo sumário, o disposto no art. 495, do Cód. Proc. Civil, ou seja, proferir condenação provisória dos firmantes do título.; III - A sentença que condene o sacador-chamado, faz também caso julgado contra o aceitante, que assim pode ser executado, embora na sentença não haja que o condenar.",NA
"87","0011872","SOLANO VIANA","SOCIEDADE POR QUOTAS; GERENTE; PRESTAÇÃO DE CONTAS","RL197603050011872","03/05/1976","UNANIMIDADE","AGRAVO.","Um sócio de uma Sociedade por Quotas de Responsabilidade Limitada pode vir a juízo exigir a prestação de contas relativas à administração da sociedade por parte do gerente, independentemente da apresentação prévia das contas de gerência da sociedade à Assembleia Geral, desde que houve falta de cumprimento, em tempo oportuno, dessa obrigação.",NA
"88","0006372","CORREIA DE PAIVA","VENDA A PRESTAÇÕES; RESERVA DE PROPRIEDADE; VEÍCULO; ALIENAÇÃO; ACÇÃO DE CONDENAÇÃO; RESOLUÇÃO DO CONTRATO; INDEFERIMENTO LIMINAR DA PETIÇÃO","RL197603030006372","03/03/1976","UNANIMIDADE","AGRAVO.","Vendida uma coisa a prestações, com reserva de propriedade, o comprador pode, apesar disso, vendê-la a terceiro, logo que apenas esteja em dívida uma prestação, inferior a 1/8 do preço.",NA
"89","0003534","ALVES PINTO","FURTO DE VEÍCULO; CRIME INTERNACIONAL; APLICAÇÃO DA LEI PENAL NO ESPAÇO; LEI APLICÁVEL; APLICAÇÃO DE LEI ESTRANGEIRA; ÓNUS DA PROVA","RL197602250003534","02/25/1976","UNANIMIDADE","REC PENAL.","I - O conhecimento de que o furto do veículo é punido em França, não é facto notório que, como tal, não careça de ser provado, para efeitos do art. 53, n. 5 do Código Penal.; Embora susceptível de prova, o direito estrangeiro não é um facto, nem é notório.; II - A omissão no processo da prova da lei estrangeira punitiva, pode ser suprida pelo conhecimento por parte do Tribunal da existência da lei francesa que considera como ilícito criminal o facto imputado, bastando-lhe indicar essa lei.",NA
"90","0011890","CORTE REAL","REGISTO PREDIAL; PRAZO; FÉRIAS; ACTO DO REGISTO PREDIAL; RECURSO","RL197602250011890","02/25/1976","UNANIMIDADE","AGRAVO.","O recurso da decisão do Conservador do Registo Predial, embora acto judicial, não é praticado em juízo, pelo que deve ser interposto no prazo de dois meses, ainda que termine em férias.",NA
"91","0016587","ROCHA FERREIRA","ACÇÃO DE ANULAÇÃO; SIMULAÇÃO; LITISCONSÓRCIO; LEGITIMIDADE ACTIVA","RL197602180016587","02/18/1976","UNANIMIDADE","AGRAVO.","Para a acção de declaração da nulidade da venda de um imóvel com fundamento em simulação, será necessária a intervenção de todos os herdeiros do vendedor, para que a decisão a proferir produza o seu efeito útil normal, já que estamos perante litisconsórcio necessário.",NA
"92","0011785","OCTAVIO GARCIA","SEPARAÇÃO JUDICIAL DE PESSOAS E BENS; ARRENDAMENTO; TRANSFERÊNCIA DO DIREITO AO ARRENDAMENTO","RL197602180011785","02/18/1976","UNANIMIDADE","APELAÇÃO.","Embora a lei actual pareça inculcar a ideia que a atribuição do direito ao arrendamento é posterior; à sentença de divórcio ou separação, nada impede que tal pedido seja logo feito nos articulados de tais acções.",NA
"93","0006562","AZEVEDO FERREIRA","INVESTIGAÇÃO DE PATERNIDADE; LITISCONSÓRCIO","RL197602060006562","02/06/1976","MAIORIA COM DECL VOT E VOT VENC","AGRAVO.","I - O facto de os Réus não terem excepcionado a ilegitimidade do Autor marido, na contestação, e de ter sido proferido despacho saneador estereotipado a julgar as partes legítimas, não impede que eles venham agora impugnar essa decisão, em recurso desse despacho.; II - O marido da investigante de paternidade ilegítima, casado com ela em comunhão geral de bens, com filhos, tem o interesse simbolicamente moral suficiente para lhe dar legitimidade como Autor, em litisconsórcio voluntário activo com a mulher.",NA
"94","0018149","COSTA AROSO","CONFLITO DE COMPETÊNCIA; TRIBUNAL CRIMINAL; DESPACHO DE PRONÚNCIA; CASO JULGADO; ERRO NA FORMA DO PROCESSO; ERRO DE JULGAMENTO","RL197602030018149","02/03/1976","UNANIMIDADE","REC PENAL.","I - O despacho de província não pode ser corrigido pelo próprio Juiz do processo ou por tribunal superior, depois de transitado em julgado, por a isso obstar a força de caso julgado formal de que fica revestido.; II - Este caso julgado é provisório, a desempenhar uma função delimitadora do objecto do processo e da consequente amplitude da prova da instrução.; III - Pronunciado o réu em processo correccional, por autoria do crime de homicidio voluntário frustrado, seguido a provocação, por violências graves, segue-se que o processo é da competência do Juiz singular, pelo menos até ao momento em que, na decisão, julgue que, em virtude dos factos provados em julgamento, ao caso concreto cabe pena maior.",NA
"95","0016748","COSTA SOARES","SUB-ROGAÇÃO; DEVEDOR; NOTIFICAÇÃO; NEGÓCIO UNILATERAL; SIMULAÇÃO","RL197601280016748","01/28/1976","UNANIMIDADE","APELAÇÃO.","I - A sub-rogação, que é a substituição de um credor por outro, pode revestir duas formas:; - uma convencional, proveniente de um acordo entre o credor e terceiro, outra legal resultante da lei.; II - Se um Banco empresta dinheiro a um casal e o capital mutuado é garantido por uma hipoteca na totalidade de um prédio urbano, pretencente em comum ao casal devedor e a outro casal, que dá o seu assentimento; à hipoteca, se os mutuários não pagam o débito e este é pago pelo casal não devedor, com tal pagamento, dadas as circunstâncias em que foi feito, o casal não devedor fica sub-rogado legalmente nos direitos do Banco credor.; III - Se mais tarde, após o vencimento da dívida, o Banco, por escritura pública, sub-roga os seus direitos ao casal que pagou a dívida bancária, a escritura é apenas confirmativa da sub-rogação já operada legalmente.; IV - Nas relações entre as partes (cedente e cessionária) vigora o princípio da eficácia imediata das convenções, consagrado no artigo 408, n. 1, do Código Civil.; V - A citação do devedor para a execução constitui meio idóneo para lhe dar conhecimento autêntico da cessão, equivalendo à notificação referida no artigo 583 do Código Civil.; VI - A simulação é admissível nos negócios jurídicos unilaterais, quando ele é receptício, isto é, dirigido a um declaratário.",NA
"96","0011756","CORREIA DE PAIVA","DESCONTO BANCÁRIO; LETRA; AVAL; FIANÇA","RL197601210011756","01/21/1976","MAIORIA COM DEC VOT E VOT VENC","APELAÇÃO.","Deve ser considerada como confissão de fiança a carta assinada pelos Réus, em que declaram aceitar a obrigação de pagar a dívida no prazo, caso o devedor o não fizesse e que acompanhou uma letra, também por eles assinada como avalistas.",NA
"97","0016875","ALVES BRANCO","ACÇÃO DE DESPEJO; EXECUÇÃO DE SENTENÇA; EMBARGOS DE EXECUTADO; INDEFERIMENTO LIMINAR DA PETIÇÃO","RL197601140016875","01/14/1976","UNANIMIDADE","AGRAVO.","I - Na execução de sentença nas acções de despejo, não; é de admitir a forma de oposição por embargos.; II - A forma de oposição, mesmo por razões supervenientes; à sentença, ao despacho que ordenou a passagem de mandado de despejo, é o recurso de agravo desse despacho.",NA
"98","0016665","CORREIA DE PAIVA","PROPRIEDADE HORIZONTAL; DESPESAS DE CONDOMÍNIO; PROPORCIONALIDADE; ASSEMBLEIA DE CONDÓMINOS; TÍTULO CONSTITUTIVO","RL197601140016665","01/14/1976","UNANIMIDADE","APELAÇÃO.","O critério de divisão das despesas do art. 1424 do Cód. Civil, ou o que anteriormente tiver sido fixado no título constitutivo de propriedade horizontal, só podem ser afastados por acordo dos condóminos, em escritura pública, e não por deliberação maioritária da respectiva assembleia.",NA
"99","0018134","ORLANDO CARVALHO","FOGO POSTO; CIRCUNSTÂNCIAS QUALIFICATIVAS","RL197401090018134","01/09/1974","UNANIMIDADE","REC PENAL.","I - O artigo 468 do Código Penal só pune o proprietário que lança fogo à sua própria coisa, se o objecto incendiado for edifício ou lugar habitado (n. 1), ou se for algum dos outros enumerados nos artigos 463 e 464 e o incêndio causar prejuízo em qualquer propriedade de outra pessoa (n. 2): sendo que o parágrafo 1 desse artigo não veio ampliar o número das coisas que, nos termos do n. 2, podem ser objecto do crime, mas apenas declarar que, para haver crime, basta o simples propósito de causar o prejuízo, se este consistir em fazer nascer um caso de responsabilidade para terceiro.; II - Casa habitada é aquela em que reside ou mora alguém e não aquela em que está alguém.; III - Tanto o artigo 463 como o artigo 468 não exigem que na ocasião esteja gente na casa, bastando somente que lá resida alguém.; IV - Quem, com o propósito de receber da companhia seguradora a respectiva indemnização, põe fogo à própria coisa comete, em concurso ideal, os crimes de fogo posto e burla.",NA
